,ReviewId,RecipeId,AuthorId,AuthorName,Rating,Review,DateSubmitted,DateModified
94483,102389,50055,130663,NoraMarie,5,This cake was very good and easy to make.,2004-05-10T14:49:19Z,2004-05-10T14:49:19Z
94054,101943,32422,33588,lin18760,5,"We loved the flavors,used skin and bone in thighs,turnded out great!Will make again soon. Thanks.Linda",2004-05-07T08:27:33Z,2004-05-07T08:27:33Z
9097,12122,11032,29956,Sueie,5,"Yummo! The only thing I changed was that my daughter doesn't like curry powder, but she does like the taste of cumin, so I substituted. Instead of milk and cream, I just used a can of skim evaporated milk. Will definitely be on our winter recipe list.",2002-04-16T11:17:37Z,2002-04-16T11:17:37Z
57853,63965,66690,83816,LisaJo Borchers,0,"Butter was not included in the list--what size cans of peaches?
What temp do I bake at?
I'm going to guess at this--wish me luck--LisaJo",2003-08-18T10:22:36Z,2003-08-18T10:22:36Z
53915,59687,10663,32724,MEAN CHEF,5,"Today at work we had a client who wanted coconut prawns this afternoon, so I had to scramble to find a recipe.  We had all morning to experiment, so I started with this one.  
I tried it with both unsweetened coconut (because someone commented that the prawns were too sweet) and sweetened coconut.  The result was the unsweetened version was way too bland and the ones with sweetened coconut were NOT too sweet.  They were just right.
The recipe is very easy to follow, quick to prepare and fairly fooproof.  I found that I needed a bit more flour than called for.
I used a saute pan with about 1/2 inch of oil so the prawns had to be turned once.  They cooked in aout 1/2 the time suggested, but that may be a function of higher heat.
The finished product was fine, although a bit bland for my taste.
We served these with a spicy pineapple salsa.
Needless to say I did not have to search further.",2003-07-16T10:41:01Z,2003-07-16T10:41:01Z
93111,100942,471,39835,ellie_,5,Delicious and fairly easy to make using ingredients I usually always have on hand! The fish is wonderful but the sauce is the best I've had in a long time!  As this makes a lot of sauce I am going to use the leftover sauce for salad dressing and to marinate meat. Thanks for sharing this keeper!,2004-04-30T17:48:29Z,2004-04-30T17:48:29Z
28152,32633,28581,49312,Terrilynn,5,"Five stars isn't good enough for this wonderful recipe.  Ingredients and directions were easy and perfect.  They didn't need any alterations at all. The only problem I had the first time I made it was that the shrimp never made it to top the linguine - they were all gone.  They are so good we just sat and ate them, then I had to go make another batch to go over the linguine.  I sure didn't mind doing that.  Great Nurse Di.",2002-11-26T09:30:20Z,2002-11-26T09:30:20Z
79560,86705,74618,67899,Kree6528,5,"These are a great gift idea, and they're so easy to make! I actually got 17 spoons out of it, although I had to crush a few more mints. I tried one in my coffee this morning, and it gave it a nice light, minty flavor! Thanks for sharing this cute recipe, Sharon!",2004-02-01T09:09:15Z,2004-02-01T09:09:15Z
48146,53613,62634,39835,ellie_,4,"Although I used the vegetables that were listed, I think it would be very easy to use whatever was handy. Although the sauce is very good (and doesn't taste like you are eating raw eggs)I felt a bit apprehensive about eating raw eggs and therefore would hesitate giving this dish to children.",2003-05-26T16:09:41Z,2003-05-26T16:09:41Z
57872,63986,31811,55578,Chill,4,It was very good.  I doubled it and added a can of chopped green chilies.,2003-08-18T14:38:53Z,2003-08-18T14:38:53Z
82987,90312,22881,120108,AzureLynn,5,What an awesome money and time saver! I have plenty of powdered milk that I need to use up as time goes by. This not only saved me a trip to the grocery store -- it saved time and effort as well! wow! Thanks!,2004-02-24T08:29:53Z,2004-02-24T08:29:53Z
15019,18489,7009,47866,mskyle,3,"to help this recipe to be a little better,  you should mix the chesse into the mix, and instead of regular milk use evaporated milk.",2002-07-07T18:31:18Z,2002-07-07T18:31:18Z
72623,79446,73022,65379,Jim4227,5,"I wish I could give this 6 stars.  I injected my thanksgiving turkey with this (deep fried, of course) on Thursday.  The family loved it!  On Sunday, I injected a venison roast for the crock pot with the remaining.  It's a good thing I was sitting when I took that first bite or I would have fallen down.  I am worried that I'll start messing with the recipie because it's so simple.",2003-12-15T13:25:32Z,2003-12-15T13:25:32Z
17226,20844,29544,51489,cookie j,5,This is the very first ricipe that I tried on recipezaar.  It made me keep coming back for more recipes.  Does this review tell you anything?,2002-08-07T20:23:36Z,2002-08-07T20:23:36Z
23131,27121,41084,33179,Cybersive,0,Sounds great and simple too! When do you put the mushrooms in? ,2002-09-28T21:11:47Z,2002-09-28T21:11:47Z
9017,12036,10930,25835,Kim Boyle,5,"I loved this recipe and so did my family.  Although when it was first cooking they were a little dubious.  This recipe does not look nice in the beginning.  Hang in there it will turn into the most delicious sauce by the end.  I used skinless chicken breasts in mine and added a little fresh garlic to the sauce.  Wonderful, easy and fast....Highly recommended",2002-04-13T15:24:46Z,2002-04-13T15:24:46Z
50466,56046,63917,80353,evelynathens,4,"A really nice dessert.  I need to learn how to cut back sugar a bit on these self-saucing desserts, but am so afraid of ruining the 'sauce'.  Thanks Pets.",2003-06-17T12:46:59Z,2003-06-17T12:46:59Z
36649,41540,40617,58104,Rita1652,5,"This is soooooooo good. I skipped the corn flakes and cooked it covered. I just don`t like the crunchy top.                     It came out Fabulous!!!! 
Apricots yum!",2003-02-15T13:45:54Z,2003-02-15T13:45:54Z
75968,82955,30569,80398,sandy steven,3,"I wasn't impressed with this.  It had a very strong tomato paste presence in the end so I thinned it out with about 1/2 c. water and balanced it with about 1 tbls. chicken broth base and 2 tbls. of unsalted butter.  It helped, but I don't think I'll be making this again.",2004-01-07T14:13:11Z,2004-01-07T14:13:11Z
30998,35621,14388,53368,Cooking Person,4,"SOOOO simple to make.  This was a great recipe if you're looking for easy non-cookie christmas recipes.  It took minutes to make, and my daugher really enjoyed it.  It's a great combinations of smooth white chocolate and crunchy peppermint stick. Definately a keeper!",2002-12-26T11:51:00Z,2002-12-26T11:51:00Z
59671,65874,67682,37106,Just Cher,5,This recipe sounded so interesting I just had to give it a try. I was very pleasantly surprized. Who would have thought this combination of flavors would derive such a delicious summer salad. I served this along side your ribs and it was a winner. ,2003-09-02T11:32:18Z,2003-09-02T11:32:18Z
81732,88981,40989,57256,Theresa P,4,A very nice side dish ! I really liked this ! It was simple to make and tasted great ! I liked the addition of the mustard . Very Nice !,2004-02-15T16:46:40Z,2004-02-15T16:46:40Z
19612,23381,18741,35617,Kat in Texas,5,"I, too, got this off internet 3 years ago and it is my alltime favorite to take to neighbors, ailing church members, etc.  (You should 1st check for food allergies, likes/dislikes first, cauz these cookies have about EVERYTHING in them!) Everyone goes GAGA over them! I had always made them using rounded teaspoons (I misread the recipe for 2 years), which essentially doubles the recipe but makes the cooking time critical. I bake (the smaller cookies) for 10-11 minutes and they turn out chewy.  Leave them in about 1 min longer and they are crispy. Any longer than that, they are TOO crispy -- not good at all.",2002-09-03T17:40:56Z,2002-09-03T17:40:56Z
52638,58337,20578,92264,Giovanni Duca,3,"I've eaten a fair amount of jerk in my time. I've had jerk from roadside jerk joints on the north shore of Jamaica and I've eaten a lot of it in Toronto's jerk joints. There are a lot of Jamaican restaurants in Toronto. So I have a really good idea of what jerk dishes ought to taste like. Unfortunately this recipe, while tasty on its own merits, just doesn't cut it as jerk seasoning; it's way too mild. On a positive note though, I used some of this recipe as a shrip dip which worked out just fine.",2003-07-05T23:07:34Z,2003-07-05T23:07:34Z
91403,99157,89005,51199,Kate in Katoomba,5,"I had all of the ingredients to hand, so I thought I'd give this recipe a go. This is a wonderful family supper dish and the leftovers are great heated up the next day. Thanks for posting this.",2004-04-19T03:32:16Z,2004-04-19T03:32:16Z
90072,97758,37625,125466,helena huyten,5,"Loved it! I used vanilla instead of cinnamon and added a layer of sliced peaches between battet and crumbs, and baked in a 9*11 pan for 40 minutes. A definate winner!",2004-04-11T09:11:15Z,2004-04-11T09:11:15Z
65068,71514,27398,101823,Ms B.,5,"The flavor of these potatoes was very good.  I used less olive oil and salt, perhaps about 1/2 of what the recipe calls for.  My oregano was fresh and the garlic was roasted (I had it on hand from another recipe).  I also added a few grinds of fresh black pepper.  Next time, I plan on quartering sweet onions and roasting them with the potatoes.",2003-10-15T19:57:04Z,2003-10-15T19:57:04Z
25464,29787,12732,44372,canarygirl,4,"I made this rice to go along with our double decker tacos last night.  What a treat!  I really liked the creaminess of the rice, it almost reminded me of chile relleno.  I used some leftover rice that I had in the fridge (clever, huh?), and it came out great!  Thanks for a great recipe!",2002-10-30T13:26:18Z,2002-10-30T13:26:18Z
51887,57531,65164,22973,Darlene Summers,5,"Dcmac,
  We just got the first 4 zucchini from our garden,we fried one and then I just had to try this recipe as zucchini bread is my favorite in this whole world,It was so very good and moist it just melts in your mouth, and the spices were just right.My husband complemented me on how good it was,so I know it was VERY good.
Thanks,Darlene Summers ",2003-06-29T07:01:46Z,2003-06-29T07:01:46Z
46838,52240,55057,21752,Mirj2338,5,"Talk about serendipity.  I didn't have any blackened fish seasoning in the house and was going to use paprika instead, when I got a care package from Miller with some gorgeous smelling blackened fish seasoning.  This is really good, and I think I made it extra special but substituting heavy cream for the half and half.  I served this over bow-tie noodles together with some poached salmon as a main course.  I'm going to make a triple batch next time to keep in the freezer, this is perfect for impressing company!  ",2003-05-14T02:48:54Z,2003-05-14T02:48:54Z
24754,28954,42272,46762,Devon S,5,Great recipe.  You can use any cut of beef you like and get the butcher to slice it thin for you (saves your fingers if you're clumsy like me).  Awesome for high protien snacks.  Add a bit of BBQ sauce for a little different zip.,2002-10-24T08:42:40Z,2002-10-24T08:42:40Z
14281,17670,25464,46764,Katy Cassidy,5,"i had a friend introduce this to me....the 1/2 recipe as a dinner (vs. appetizer) version.  i'm a vegetarian, and the chicken substitute went by the mouths of my guests when i finally tried it on my own and they were none the wiser.  although it does need onion.  i'm excited about this, as i'm a texan moving to australia.  probably easier to find crescent roll dough than real tortillas, so this will be my tex-mex fix.",2002-06-29T00:21:49Z,2002-06-29T00:21:49Z
20811,24664,37034,27678,Sackville,4,"I was a bit sceptical about the addition of mayonnaise to an Asian dish but it made for a very smooth sauce which coated the chicken perfectly. 

However, I did feel this dish was a touch bland. To liven it up I roasted some chicken strips, which were coated in olive oil, salt and freshly ground black pepper, instead of using just plain cooked chicken. I also added a tiny bit of habernero pepper to the sauce for some heat. 

As Diggy says, this is a very easy salad to make.  You can also turn it into a main course by cooking some noodles, coating them in some of the sauce and serving the chicken and red peppers over top of the noodles. Yummy either way!",2002-09-15T18:32:33Z,2002-09-15T18:32:33Z
68368,75007,74858,93095,Shellbelle,4,"This was a good side dish, and so quick and easy.  I added a couple of splashes of Worcestershire sauce to give it a little extra ""kick"" for me.  Thanks for the recipe!  ",2003-11-11T08:56:46Z,2003-11-11T08:56:46Z
96844,104851,72529,83178,Paula in Colorado,5,This is great!  It was so easy to just let the bread machine do the work.  Good flavor & fresh from the oven is always a hit.,2004-05-26T09:34:35Z,2004-05-26T09:34:35Z
88094,95677,62339,117781,shimmerchk,3,"These were a bit of a disappointment. We love buttermilk pancakes of any kind, these just didn't have any flavor. Thank goodness for the blueberries to save the pancake taste. My husband said they tasted ""eggy"". The flavor and texture was kind of like a crepe, only taller in size. I was careful not to overmix, so I don't know if I went wrong somewhere else or if its just a pancake recipe that didn't suit my family's taste.",2004-03-29T06:59:18Z,2004-03-29T06:59:18Z
94890,102815,50453,141187,Geoffrey,5,Out of this world!  And easy.,2004-05-13T10:00:43Z,2004-05-13T10:00:43Z
51210,56821,43687,90817,chantalm,2,I made these for my nephews graduation and the reviews were mixed.  Some said they were tasty and some said there was not much flavor to them.  I found that they needed more flavor also.,2003-06-23T12:41:51Z,2003-06-23T12:41:51Z
39180,44196,49200,57939,Satisfied Kris,5,"Heaven! I'm in Heaven! Made these tonight with sweet potatoes and good ole Idahos.  The Idahos were good and deserved 5 stars.  The sweet potatoes were MAGNIFICENT!  Sweet and spicey, melt in your mouth taste.  I'll make these again as soon as I buy more sweet potatoes!  Used olive oil, fresh parmesan, bottled garlic powder, salt, black pepper & sweet paprika.  Didn't have a brush, so I mixed everything in a small bowl, dipped the end of the wedges in the mix & smoothed on the mixture with a spatula.  Worked great & had plenty of the mixture.",2003-03-10T06:16:25Z,2003-03-10T06:16:25Z
48160,53628,62521,69838,love4culinary,5,"This smoothie is so good!!!! I do agree that you need to drink it right away, but thats not difficult at all LOL :-) Unfortunately, my raspberries were a little on the bitter side, so I added just a tiny bit of sweetner to it before blending to make sure that it came out perfect...and it did :-)  Excellent smoothie for summertime!! THanks!",2003-05-26T18:21:10Z,2003-05-26T18:21:10Z
31436,36103,14464,58188,Chef Moshe,5,"A good Persian recipe.  When attempting to cook this type of food though I believe that the cook should have some previous experience with this cuisine, or be cooking along with someone who is familiar with texture, consistancy, and general outcome of the dish being prepared.
Also, consider using sugar as you would salt and pepper to ""fine tune"" your food right before serving it!",2002-12-30T18:01:57Z,2002-12-30T18:01:57Z
42139,47248,17374,55578,Chill,4,"My family loved it! I used hollandise from a packet and it was still great.  I just thought it needed some umph, but not sure what to add.  Thanks for the recipe!",2003-04-01T08:15:08Z,2003-04-01T08:15:08Z
67422,73998,68751,101823,Ms B.,5,"This is one of the many ways that I make use of zucchini.  In fact, when the garden is over producing, I shred the zucchini into 2.5 cup portions and freeze it.  We can then enjoy this cake (and other bread recipes) year round.  I always use buttermilk and have even left off the chocolate chips.  I like the combination of the spices and chocolate.  The flavor is delish!",2003-11-03T21:24:05Z,2003-11-03T21:24:05Z
19153,22886,34743,37305,Karen..,5,"This was super!  Everyone loved it, including the kids.  They all especially raved about the potatoes and onions.  I did not have carrots and because I used a six pound chicken, there was no room around it to put in the green beans...but I served the chicken and potatoes with a salad and it worked out just fine.  Did not make the gravy, but the chicken was so moist, for the first time we actually did not need gravy.  This took 5 hours on low in my insane crock pot (Rival 6 1/2 qt.), so it was done much sooner than expected...a good thing around here :)  Thanks for sharing...I definitely did not want to use the oven in this heat to roast a chicken!",2002-08-28T17:58:33Z,2002-08-28T17:58:33Z
61918,68226,27733,102299,Bri22,4,YUM!! I made these for dinner last night and my family loved them but we agreed they would make a better appetizer than dinner. Also being ranch lovers we dipped them in ranch dressing wich just added to their taste. ,2003-09-20T13:34:18Z,2003-09-20T13:34:18Z
4295,6864,11192,21752,Mirj2338,4,"This is a very good recipe.  I substituted imitation bacon bits for the real bacon, mixed sunflower seeds with pumpkin seeds and also used balsamic vinegar.  This was a salad of almost nirvanic proportions!",2002-01-08T10:37:14Z,2002-01-08T10:37:14Z
64510,70936,11211,86318,mianbao,5,"This was the star of a delicious dinner tonight. I used all the ingredients called for except the Accent and garlic powder (substituting 2 cloves grated garlic), but used 1/2 cup less cabbage, and added 1/2 cup julienne carrots. I did use 5 mushrooms, I think they add a lot to the flavor. I cut the pork in very thin slivers, and drained the vegetables very well. I even lightly salted the cut cabbage and carrot, let them sit about an hour, then squeezed the water out of them. After putting everything else together, I mixed in the 3 eggs (which I was a little concerned about). The eggs did not make the mixture too wet, but I think it would be possible to put in 1 fewer egg. I wrapped the filling in softened rice paper wrappers, getting 14 rolls, and fried them in about 1 inch of heated oil. I cooked them a little slowly because I wanted to make sure the pork cooked. They were yummy with sweet Thai chili sauce out of a bottle. Thank you for the recipe. BTW, I did soak the bean sprouts, but have never heard of doing this, and wonder what the reason is. ",2003-10-12T02:02:58Z,2003-10-12T02:02:58Z
24479,28651,25852,50573,AnOkie2,4,"Wonderful! Made this the other night for supper and the whole family asked for more. I did add some chopped garlic when browning the chicken, and then some onion salt, lawry's and some other things to give it some zing. Didn't serve over rice, instead had black eyed peas and green beans and biscuits. This one is a keeper for sure!",2002-10-21T18:50:43Z,2002-10-21T18:50:43Z
75243,82199,31254,18391,najwa,4,"This is a good and simple soup .. I added some tomato paste, but only because I don't like clear soups .. thanks",2004-01-03T09:52:17Z,2004-01-03T09:52:17Z
84273,91659,14812,103224,HappyMommy1422,5,"I make a recipe very similar to this but add either 1/4 cup melted butter or 2 tablespoons vegetable oil. I also only use 3 cups of shredded cheese. Additionally, I cook it on low for 2.5 to 3 hours, which seems to be plenty of time. Otherwise, the edges get brown and crunchy.",2004-03-04T10:34:36Z,2004-03-04T10:34:36Z
80161,87332,22782,95743,sugarpea,5,Wonderful!  A great sauce that makes enough to put some in the freezer for use later. Surprisingly easy and tasted great with only one hour's simmering. Loved it!!,2004-02-05T11:43:48Z,2004-02-05T11:43:48Z
53174,58907,481,74075,mostlyabaker,4,"We liked this very much.  I did use hot italian sausage for half of the ground beef and added extra beans.  I would suggest not adding the pasta until the veggies are cooked to keep it from being overdone.  Otherwise, very good recipe-thanks!",2003-07-10T07:00:50Z,2003-07-10T07:00:50Z
75806,82786,16723,104447,diana woloszyk,5,"Excellent recipe!! My husband and I both agree on this.  I had left-
over spiral sliced ham to use.  It's sweet flavor brought out the best taste ever.  Thanks Chris.  Diana W.

",2004-01-06T14:29:37Z,2004-01-06T14:29:37Z
25562,29892,32428,37636,PalatablePastime,5,"This potato salad is delicious! It is very more-ish with a slight anise flvor from the tarragon and a good homestyle flavor without too much dressing. It has a richness that makes you think there could be eggs in it, but no, not a single one! It's so simple, but so delicious! A definite keeper! Thanks, Evie*, for a great recipe!",2002-10-31T10:51:44Z,2002-10-31T10:51:44Z
42442,47563,36698,2310,Geema,5,These beans are fresh and zippy! I love the use of lemon juice instead of the more usual vinegar.  I didn't have any limas...and don't like them!...so I substituted Edamame with great success.  The parsley adds a nice bitter dimension to this great salad.,2003-04-03T14:53:27Z,2003-04-03T14:53:27Z
47828,53286,38298,13933,Boopster,5,"We are not fortunate to have an Olive Garden within a 100 mile radius, so when I found this recipe, I had to try it. OMG!!I thought I was there! Paired it with the Tonkcats version of the Olive Garden Salad Dressing some store bought breadsticks, drizzled with a little butter and sprinkled with a little garlic salt, and oh me, oh my! what a feast-thought I was there! Dahling was Ummmm-ing for all he was worth!",2003-05-23T08:03:45Z,2003-05-23T08:03:45Z
78863,85987,82010,115621,glitter,5,"This is excellent. I've even gone so far as to put a thin slice of tomato with some roasted a little roasted garlic tucked under it. Of course then I eliminate the powder. Then I bake it. Too die for. Besides an appetizer, you can eat it with soup to! ",2004-01-26T20:05:47Z,2004-01-26T20:05:47Z
37515,42446,20408,31232,Kate in Ontario,5,Wow! Awesome cookies.  I left out the almond extract but followed the recipe exactly.  The pudding adds an extra flavour hit.  I can't wait to try it with other pudding flavours especially chocolate.  The family is begging for more.,2003-02-23T17:13:33Z,2003-02-23T17:13:33Z
91284,99031,29725,138060,Tammy Combs,5,These mushrooms were simple and quick to prepare! They tasted absolutely delicious. I served them for the first time to a bunch of friends and they were eaten in seconds flat. I will be making them again!,2004-04-18T09:20:10Z,2004-04-18T09:20:10Z
58955,65118,64143,86141,Whisper,4,"Great pie, Ellie! It has a nice flavor to it. I think I'm more of a peach person than an apricot person though. But I cerainly enjoyed it and would recommend it highly!",2003-08-27T17:34:13Z,2003-08-27T17:34:13Z
92483,100275,25456,47421,KathyRose,4,"This dough was really a pain to work with....just like Jessica said, it was a sticky mess (perhaps from the honey?)  that was extrememly hard to form into loaves.  And as Jessica and Kimberly said, it produced flat bread.  The first rising was fine, but once shaped into the tiny loaves it didn't rise the 2nd time.  I was having such a hard time shaping them into loaves that I only made six loaves instead of eight.  The good part of this recipe is that the bread (flat as it was)  did taste just like Outbacks.  I followed the recipe exactly except I did leave out the instant coffee because I didn't want to spend the $ on a whole jar just to use the two teaspoons.  But it still tasted exactly like Outbacks.  I will make this again because the taste was great.....but next time I will use all the dough to make one regular sized loaf and hopefully can get it to rise better.   Anyone have suggestions on getting it to rise like a normal bread?  Should I try to use more yeast?",2004-04-26T11:26:11Z,2004-04-26T11:26:11Z
58822,64979,12458,98423,melndan,5,"Made this for dinner last night and it was wonderful.  My husband loved it and he usually thinks that white meat is too dry, but I used bone-in breasts and it turned out great! I rubbed the seasoning under the skin and let them sit in the fridge until morning.  We will definately have this again!",2003-08-26T15:37:48Z,2003-08-26T15:37:48Z
51327,56943,60125,42309,Kimke,4,"I modified this a bit, thinking that the oil was a bit much so I just sprayed them with my oil spritzer and cooked.  Definately not the same as fried but good because they were probably alot lower in fat.  ",2003-06-24T10:04:58Z,2003-06-24T10:04:58Z
43989,49236,52038,54048,Enobmah,5,"great green beans.  love the combination of ingredients.

",2003-04-16T12:16:25Z,2003-04-16T12:16:25Z
13895,17247,13461,27706,Nancy Jo,5,"I made this last week for my sister, brother-in-law, brother and sister while we were on vacation.  (Twenty of us, all together.)  The next night we reheated the leftovers for the fish fry - some of us don't like fish.  It was easy to prepare in a rented cottage with little in the way of kitchen equipment, and my two nieces want the recipe.",2002-06-23T16:57:43Z,2002-06-23T16:57:43Z
85995,93463,26259,38094,lilu1893,5,"I was half way through eating this before I remembered to put the feta on it.  Liked it both ways, maybe even a little better without it.  Nuked the broccoli for 1 !/2 min and rinsed in cold water. Used green olives, but will use black next time. Refreshing.",2004-03-15T15:11:57Z,2004-03-15T15:11:57Z
61248,67531,64675,99994,Maggie in Minnesota,5,"This is out of this world!  Everything was perfect -taste, consistency, ease, etc. etc.  I doubled the recipe and baked it at the same temp and time in a 9x13 pan -and company raved.  Comfort food at it's finest -this is a keeper.  Thank you, I will be making this for years to come!  ",2003-09-14T22:48:40Z,2003-09-14T22:48:40Z
41464,46546,38706,50411,SlipC,5,"This was really good!  I didn't have as much sauce as everyone else did, but mine did cook a little longer, so I assume that is what happened.  My kid, parents and husband all loved it, so that makes it 5 stars for me!",2003-03-26T16:06:21Z,2003-03-26T16:06:21Z
45155,50484,33081,8688,Bev I Am,5,"Miss Annie, I going to write this review while eating this delicious soup.  I had a chicken in the freezer just begging for me to find a recipe.  I discovered this Miss Annie recipe and knew immediately, this is the one! This recipe is so easy to do.  I prepared exactly as your instructions indicated (adding the parsley with step #5), up until the flour, milk and egg.  I found I had made a batter instead of crumbs, so instead of adding more flour, being a dumpling lover, I decided to drop 1/2 teaspoonfuls of batter into the soup to make little dumplings!  It was just delicious! Thank you, once again, Miss Annie for yet another delicous meal!",2003-04-26T08:19:59Z,2003-04-26T08:19:59Z
49098,54603,63419,87391,Denise4Peace,0,"Sounds great!  I'll try it soon.  SUGGESTION:  peel and freeze the banana, or the pear, or both, before using.  Cut the pear before freezing.  Bananas cut easily, even when frozen.  I use frozen bananas and Trader Joe's organic soy milk as a base for summer smoothies.  Always have two or three in the freezer.  Yum!",2003-06-01T12:42:06Z,2003-06-01T12:42:06Z
88118,95702,87380,92230,Lori M,5,I have been using hot pepper jelly for the past few years but the combination of cream cheese with it just adds pizazz and excellance.,2004-03-28T19:18:54Z,2004-03-28T19:18:54Z
12100,15330,28026,13029,Musical Joy,5,"Quick, easy and tasty. Reminds me of chocolate covered toffee. I halved the recipe and put it in a 9 x 13 pyrex. (used 15 saltines -they fit well and half of everything else). Put sliced almonds on the top. Yummy!",2002-05-28T19:51:36Z,2002-05-28T19:51:36Z
27330,31780,44250,47649,Indiana Nurse,5,"Very good and easy to make! Nice flavor. Served them with ""Quickie Chicken and Noodles"". Thanks for posting!",2002-11-18T07:18:47Z,2002-11-18T07:18:47Z
91795,99566,7678,123540,Christie1135,5,"Very, very good!! Got into a litte fight with the chicken,  had a hard time folding the edges so I just folded it in half.. had to put a little more swiss when it was done, broiled it just to melt.It was delicious, will make for my family again! Thanks for another good recipe.",2004-04-21T16:24:21Z,2004-04-21T16:24:21Z
5973,8716,14927,30674,KellyD,5,"Wow, this really is a fantastic recipe.  I omitted the potaotes and altered the recipe so that I could cook it slowly in the oven.  It was truly magnificent!  The pork chops were juicy and oh so tender and the sauce was delicious!  I served mine with plain white rice - truly a keeper!",2002-02-19T12:32:17Z,2002-02-19T12:32:17Z
12166,15403,17366,29212,bert2421,5,Great recipe.  I got 16 scones altogether.  My son had some of his friends drop in when they were baking and one of them thought it smelled like Apple Crisp.  The cinnamon I guess.  I only added 2 tsp of cinnamon instead of 4 and I really liked the taste.  I got rave reviews from my son's friends who demolished half of them.  Next time I may just do as your other reviewer did and roll and cut out.  I will be making again for sure.  Thanks for the recipe.,2002-05-29T20:12:57Z,2002-05-29T20:12:57Z
98603,106702,41939,89831,Kittencalrecipezazz,5,"Hi Jeff, I made this for brunch today for my family, and it was a big hit, I actually prepared two recipes of this as I had lots of hungy mouths to feed. I had my cooked poatoes ready the night before, and made just as directed. Thanks so much for posting this wonderful recipe Jeff, I will be making this again...Kittencal",2004-06-06T12:46:13Z,2004-06-06T12:46:13Z
80760,87965,51658,88243,Kate DeMello,5,"I made these green beans for my boyfriend, who doesn't eat green beans and both he and I thought they were absolutely fantastic! They were beautiful, very tasty and easy to make. If you have time to prepare the veggies, these are a must!!! Thank you for sharing this recipe!
...
since I first rated these, I made them for a holiday gathering, and am always asked to bring them for every holiday or potluck. They are amazing!

I do add extra almonds, because my husband loves them :)",2006-11-22T08:46:47Z,2006-11-22T08:46:47Z
59089,65262,68553,101583,Tony H.,5,Easy to make.  Best bread machine white bread I have eaten!,2003-08-28T22:54:31Z,2003-08-28T22:54:31Z
38707,43706,50730,75366,victoria kemp,5,Delicious dish and very easy to make.A great way to eat vegetables and increase dietary fiber intake.,2003-03-05T09:27:54Z,2003-03-05T09:27:54Z
46602,51995,48349,80219,ruthiefoster55,5,Big hit at family dinner.  I tossed in more cooked rice and a bit more broccoli than the recipe called for and added about half cup or so of shredded cheddar cheese because I wanted it to be nice and cheesey.  I left out the butter.  I always cook up extra rice when I make it for another dish so I'll have some on hand for this recipe.,2003-05-11T19:54:54Z,2003-05-11T19:54:54Z
65032,71475,11470,102319,axxo3846,5,"KEEPER!  Yummy stuff.  I have a daughter who doesn't like anything except pizza and filet mignon, needless to say she is not pleased with dinner many nights.  Tonight she had SECONDS, she is 19 years old and I would venture to say her taking seconds was a first :-).  I served it over rice with buttered green beans and Garlic bread with mayo and cheddar #22103, a totally successful meal as the bread was great too!",2003-10-15T16:03:44Z,2003-10-15T16:03:44Z
17946,21608,26350,47510,Dreamgoddess,4,almost as good as the original,2002-08-15T18:40:38Z,2002-08-15T18:40:38Z
20082,23882,8594,54491,YESENIA NAVARRO,5,I made this reipe yesterday for my family and they loved the taste. My partners mother loved the recipe so much that she went and copied it so she can make it as well. I think this is one of the best recipes I've tried so far.,2002-09-09T17:58:28Z,2002-09-09T17:58:28Z
7108,9968,18240,29268,Amber Dawn,5,"This was a great change from the ""Sloppy Joes"" I grew up with.  A definate make again and a recpie I will recommend.",2002-03-13T10:51:52Z,2002-03-13T10:51:52Z
7215,10089,20934,6357,Charishma_Ramchanda,0,I'm sorry we didn't like it.,2002-03-15T12:58:01Z,2002-03-15T12:58:01Z
56414,62457,50498,15851,Malriah,5,"My AC is broken so I was looking for a crockpot recipe but I didn't want a stew or casserole type.  When I ran across this recipe, I hit on a winner!  This was fabulous.  I followed your directions exactly. Fifteen minutes before we ate, I added 1/4 cup milk to make a ""gravy"" to spoon over the turkey.  I served it with Mashed Potatoes and steamed carrots.  It was like Thankgiving in August and I didn't have to heat up the kitchen!  I will make this again and again.  Thanks for posting a great recipe.",2003-08-05T11:04:19Z,2003-08-05T11:04:19Z
1120,1877,7762,11044,jean1490,2,more orange flavored than ginger,2001-07-30T09:36:23Z,2001-07-30T09:36:23Z
12832,16103,29272,22015,Mysterygirl,4,"If you like gooseberries, you will love the simplicity of this pie.",2002-06-08T16:09:50Z,2002-06-08T16:09:50Z
75006,81949,76453,89831,Kittencalrecipezazz,5,"Oh my TGirl...this rice pudding rocks! I had leftover rice, and decided to give your recipe a try...well I hardly got a taste, my DH just gobbled it up in no time...so yummy and creamy...a 5 star recipe for sure.  I never thought of adding cornstarch to rice pudding, but I do now! (I also added it with the milk before adding like Katrina did), ...followed the recipe as stated, didn't change a thing. Thanx for sharing ...great recipe! :-) ;-)",2004-01-01T20:47:31Z,2004-01-01T20:47:31Z
29143,33672,21761,15851,Malriah,5,These sprouts are definately worthy of 5 stars! I had to cook mine a little longer than the recipe stated but I think that may be due to differences in stoves. I also did what Mean Chef suggested and swirled another pat of butter on top when they were done. I will never eat sprouts any other way again. Thanks!,2002-12-07T11:43:42Z,2002-12-07T11:43:42Z
